   1.1000000000000000e+01   1.5000000000000000e+01   2.0050000000000000e+03   2.0260095824777549e-01   9.9379999999999995e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0050000000000000e+03   2.0260095824777549e-01   9.9393000000000001e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0050000000000000e+03   2.0260095824777549e-01   9.9435000000000002e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0060000000000000e+03   4.5448323066392882e-01   9.8781000000000006e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0060000000000000e+03   4.5448323066392882e-01   9.8525000000000006e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0060000000000000e+03   4.5448323066392882e-01   9.8605999999999995e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0060000000000000e+03   6.9815195071868585e-01   9.7608999999999995e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0060000000000000e+03   6.9815195071868585e-01   9.7671999999999997e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0060000000000000e+03   9.5003422313483921e-01   9.6783000000000001e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0060000000000000e+03   1.2019164955509924e+00   9.5831999999999994e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0060000000000000e+03   1.2019164955509924e+00   9.5912000000000006e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0070000000000000e+03   1.4537987679671458e+00   9.4983999999999995e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0070000000000000e+03   1.4537987679671458e+00   9.4997000000000000e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0070000000000000e+03   1.6974674880219027e+00   9.4085999999999999e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0070000000000000e+03   1.6974674880219027e+00   9.4126000000000005e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0070000000000000e+03   1.9493497604380561e+00   9.3173000000000002e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0070000000000000e+03   1.9493497604380561e+00   9.3275999999999996e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0070000000000000e+03   2.2012320328542097e+00   9.2313999999999993e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0070000000000000e+03   2.2012320328542097e+00   9.2381000000000000e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0080000000000000e+03   2.4531143052703626e+00   9.1497000000000000e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0080000000000000e+03   2.4531143052703626e+00   9.1515000000000001e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0080000000000000e+03   2.6995208761122518e+00   9.0614000000000004e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0080000000000000e+03   2.6995208761122518e+00   9.0599000000000004e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0080000000000000e+03   2.9514031485284051e+00   8.9786000000000001e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0080000000000000e+03   2.9514031485284051e+00   8.9793000000000006e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0080000000000000e+03   3.2032854209445585e+00   8.8899000000000001e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0080000000000000e+03   3.2032854209445585e+00   8.8879000000000005e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0090000000000000e+03   3.4551676933607118e+00   8.7933000000000007e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0090000000000000e+03   3.6988364134154690e+00   8.7135999999999996e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0090000000000000e+03   3.9507186858316223e+00   8.6322000000000003e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0090000000000000e+03   3.9507186858316223e+00   8.6311999999999998e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0090000000000000e+03   4.2026009582477757e+00   8.5572000000000003e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0100000000000000e+03   4.4544832306639286e+00   8.4757000000000005e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0100000000000000e+03   4.6981519507186862e+00   8.4265000000000001e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0100000000000000e+03   4.9500342231348391e+00   8.3659999999999997e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0100000000000000e+03   5.2019164955509929e+00   8.2962999999999994e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0110000000000000e+03   5.4537987679671458e+00   8.1358999999999995e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0110000000000000e+03   5.6974674880219025e+00   8.0667000000000002e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0110000000000000e+03   5.9493497604380563e+00   7.9751000000000005e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0110000000000000e+03   6.2012320328542092e+00   7.9031999999999996e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0120000000000000e+03   6.4531143052703630e+00   7.7963999999999999e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0120000000000000e+03   6.6995208761122518e+00   7.7072000000000003e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0120000000000000e+03   6.9514031485284056e+00   7.6242000000000004e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0120000000000000e+03   7.2032854209445585e+00   7.5436000000000007e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0130000000000000e+03   7.4551676933607123e+00   7.4427999999999997e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0130000000000000e+03   7.6988364134154690e+00   7.3593000000000004e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0130000000000000e+03   7.9507186858316219e+00   7.2760000000000005e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0130000000000000e+03   8.2026009582477748e+00   7.1930999999999997e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0140000000000000e+03   8.4544832306639286e+00   7.0998999999999995e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0140000000000000e+03   8.6981519507186853e+00   7.0227999999999994e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0140000000000000e+03   8.9500342231348391e+00   6.9414000000000001e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0140000000000000e+03   9.2019164955509929e+00   6.8653000000000006e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0150000000000000e+03   9.4537987679671449e+00   6.8111000000000004e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0150000000000000e+03   9.4537987679671449e+00   6.7828000000000003e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0150000000000000e+03   9.6974674880219034e+00   6.7587999999999994e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0150000000000000e+03   9.9493497604380554e+00   6.6706000000000003e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0150000000000000e+03   9.9493497604380554e+00   6.6382999999999996e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0150000000000000e+03   1.0201232032854209e+01   6.5813000000000002e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0150000000000000e+03   1.0201232032854209e+01   6.5551000000000002e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0160000000000000e+03   1.0453114305270363e+01   6.5134000000000000e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0160000000000000e+03   1.0453114305270363e+01   6.4769000000000005e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0160000000000000e+03   1.0699520876112253e+01   6.4435000000000002e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0160000000000000e+03   1.0699520876112253e+01   6.4052000000000007e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0160000000000000e+03   1.0951403148528405e+01   6.3366999999999997e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0160000000000000e+03   1.1203285420944558e+01   6.2936999999999998e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0160000000000000e+03   1.1203285420944558e+01   6.2564999999999998e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0170000000000000e+03   1.1455167693360712e+01   6.1933999999999997e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0170000000000000e+03   1.1698836413415469e+01   6.1470999999999997e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0170000000000000e+03   1.1698836413415469e+01   6.1176000000000002e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0170000000000000e+03   1.1950718685831623e+01   6.0700000000000003e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0170000000000000e+03   1.1950718685831623e+01   6.0415999999999997e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0170000000000000e+03   1.2202600958247775e+01   5.9631999999999998e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0180000000000000e+03   1.2454483230663929e+01   5.8902999999999999e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0180000000000000e+03   1.2698151950718685e+01   5.8503999999999998e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0180000000000000e+03   1.2698151950718685e+01   5.8271999999999998e+01
   8.0000000000000000e+00   1.5000000000000000e+01   2.0180000000000000e+03   1.2950034223134839e+01   5.7539000000000001e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0180000000000000e+03   1.3201916495550993e+01   5.7073999999999998e+01
   1.1000000000000000e+01   1.5000000000000000e+01   2.0180000000000000e+03   1.3201916495550993e+01   5.6890000000000001e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0190000000000000e+03   1.3453798767967145e+01   5.6389000000000003e+01
   2.0000000000000000e+00   1.5000000000000000e+01   2.0190000000000000e+03   1.3453798767967145e+01   5.6189000000000000e+01
   5.0000000000000000e+00   1.5000000000000000e+01   2.0190000000000000e+03   1.3697467488021903e+01   5.5500000000000000e+01
